0.01805,0.02715,0.01197,0.05435,0.06545,0.29865,0.05127,0.17457,0.05880,0.23972,0.00015,0.00337,0.01127,0.03567,0.05835,0.18117,0.03220,0.13770,0.36935,0.17075,0.00055,0.01005,0.02007,0.05290,0.05180,0.15055,0.05137,0.12220,0.08857,0.45192,0.00632,0.04460,0.00670,0.06222,0.10060,0.20605,0.05387,0.11142,0.09402,0.31417,0.00257,0.00632,0.01217,0.03460,0.07165,0.16497,0.03625,0.14600,0.36807,0.15737,0.00307,0.01512,0.01787,0.05517,0.04587,0.14372,0.03617,0.12845,0.09552,0.45900,0.01320,0.03007,0.03032,0.06582,0.06402,0.23990,0.04137,0.11960,0.24972,0.14595,0.00000,0.00087,0.00890,0.04020,0.05087,0.19047,0.03490,0.13687,0.37132,0.16557,0.00390,0.02295,0.02687,0.03507,0.03235,0.08510,0.03567,0.12515,0.07265,0.56027,0.29018
0.00675,0.02172,0.01690,0.07767,0.07697,0.17182,0.06025,0.12395,0.09090,0.35305,0.01480,0.04112,0.04080,0.09762,0.08772,0.14917,0.06397,0.11065,0.06145,0.33267,0.01342,0.04867,0.03770,0.07825,0.09492,0.16197,0.05142,0.10222,0.06400,0.34740,0.00842,0.02582,0.02050,0.06962,0.06432,0.17682,0.07680,0.16257,0.20395,0.19115,0.00807,0.03797,0.03147,0.06650,0.06650,0.17075,0.07760,0.12722,0.21257,0.20132,0.02320,0.06672,0.02847,0.05135,0.05120,0.17232,0.06180,0.14277,0.07817,0.32397,0.00407,0.00865,0.01285,0.04327,0.04447,0.21402,0.08287,0.23015,0.14420,0.21542,0.01155,0.02842,0.03145,0.07925,0.06347,0.19170,0.03962,0.12835,0.06112,0.36505,0.00302,0.00637,0.00365,0.05895,0.05235,0.33137,0.06770,0.20335,0.19030,0.08292,0.40777
0.00000,0.00000,0.00717,0.04677,0.04035,0.28007,0.05147,0.21915,0.22037,0.13462,0.00000,0.00000,0.01377,0.06367,0.04595,0.28997,0.04167,0.18095,0.15022,0.21377,0.00130,0.00357,0.00797,0.05527,0.07415,0.23190,0.06582,0.18802,0.20067,0.17130,0.00000,0.00460,0.00700,0.04125,0.03122,0.24612,0.03652,0.21120,0.22362,0.19845,0.00000,0.01152,0.01950,0.04760,0.02917,0.21560,0.01297,0.13637,0.11332,0.41392,0.00007,0.00242,0.01500,0.03390,0.06105,0.21287,0.05382,0.16932,0.33197,0.11955,0.00000,0.00000,0.00692,0.04630,0.04275,0.23615,0.03235,0.18487,0.28342,0.16722,0.00000,0.00127,0.01302,0.04900,0.04255,0.22142,0.01402,0.14027,0.20960,0.30882,0.00075,0.00602,0.01087,0.03382,0.05342,0.21587,0.02132,0.11115,0.48072,0.06602,0.31395
0.12585,0.13480,0.05197,0.04012,0.03760,0.05560,0.02377,0.07572,0.06832,0.38622,0.11195,0.12635,0.06007,0.05007,0.04355,0.07640,0.03295,0.07555,0.05282,0.37027,0.11615,0.12307,0.05965,0.04752,0.03872,0.06487,0.02635,0.07672,0.07085,0.37607,0.11025,0.12985,0.06415,0.05625,0.05660,0.07135,0.03057,0.06937,0.05137,0.36022,0.10687,0.12172,0.07157,0.06537,0.05617,0.07635,0.03400,0.07410,0.04972,0.34410,0.08617,0.12642,0.08582,0.07060,0.11367,0.07962,0.03090,0.07122,0.04657,0.28897,0.11062,0.11610,0.05027,0.05930,0.08327,0.07440,0.03065,0.06490,0.05885,0.35162,0.09157,0.10475,0.08110,0.07272,0.10010,0.08085,0.04150,0.06695,0.04697,0.31347,0.07580,0.08755,0.06487,0.13365,0.18587,0.09357,0.03877,0.05005,0.03092,0.23892,0.00000
0.07552,0.10807,0.10880,0.11930,0.13802,0.13395,0.06552,0.04037,0.01860,0.19182,0.07452,0.09950,0.05877,0.12897,0.19870,0.08735,0.02747,0.05067,0.04182,0.23220,0.03007,0.07097,0.09990,0.13035,0.23710,0.11535,0.03970,0.03745,0.02612,0.21297,0.07890,0.10562,0.04805,0.08822,0.19780,0.06035,0.02670,0.06970,0.04675,0.27790,0.05632,0.12467,0.08142,0.12470,0.16960,0.08492,0.03002,0.05787,0.04320,0.22725,0.03765,0.07800,0.06265,0.14410,0.22465,0.11397,0.04890,0.04397,0.01975,0.22635,0.02442,0.03350,0.10202,0.16057,0.25982,0.12967,0.03510,0.04322,0.02425,0.18740,0.07232,0.08520,0.08495,0.16182,0.18232,0.08752,0.02832,0.04635,0.03337,0.21780,0.06147,0.10472,0.10432,0.15357,0.17902,0.13080,0.05290,0.03977,0.01577,0.15762,0.00000
0.10395,0.13422,0.06587,0.05515,0.03387,0.05115,0.03097,0.07310,0.07302,0.37867,0.07975,0.11055,0.04882,0.05360,0.04007,0.06997,0.02467,0.08055,0.07075,0.42125,0.08940,0.12465,0.09580,0.07675,0.04810,0.04317,0.03115,0.08027,0.06715,0.34355,0.11230,0.12707,0.06315,0.05250,0.04402,0.06197,0.02530,0.08192,0.06872,0.36302,0.07972,0.10662,0.04662,0.05790,0.04722,0.06902,0.02492,0.07545,0.06932,0.42317,0.09832,0.12485,0.07250,0.06992,0.05995,0.06597,0.02257,0.07327,0.06670,0.34592,0.07347,0.10400,0.09957,0.12790,0.10182,0.07362,0.02507,0.06285,0.04825,0.28342,0.08087,0.11715,0.04432,0.05580,0.03642,0.06270,0.02605,0.07835,0.07155,0.42677,0.08217,0.10107,0.10197,0.12167,0.08122,0.06805,0.03067,0.06715,0.04847,0.29752,0.43396
0.13477,0.13775,0.04802,0.03752,0.02880,0.05720,0.01945,0.07790,0.06962,0.38895,0.13322,0.13270,0.05565,0.03317,0.03187,0.06125,0.02617,0.07640,0.06677,0.38277,0.13450,0.13222,0.04980,0.04055,0.03585,0.05900,0.01887,0.07807,0.06582,0.38530,0.13522,0.13955,0.04780,0.02757,0.02305,0.05132,0.01942,0.08385,0.07055,0.40165,0.13802,0.13420,0.04815,0.03355,0.02702,0.05090,0.02240,0.08352,0.06930,0.39292,0.13657,0.12950,0.04617,0.03295,0.03502,0.06010,0.02330,0.07432,0.06617,0.39587,0.13457,0.13530,0.04812,0.03220,0.03117,0.05372,0.02397,0.08285,0.06137,0.39670,0.13355,0.13905,0.05037,0.03600,0.03430,0.05340,0.02487,0.07937,0.06970,0.37937,0.13780,0.13467,0.05012,0.03165,0.02917,0.06062,0.01760,0.07857,0.06660,0.39317,0.00000
0.00000,0.00142,0.00587,0.03842,0.05930,0.14585,0.02910,0.17257,0.14140,0.40605,0.00100,0.01472,0.00832,0.02230,0.04087,0.09945,0.01435,0.13517,0.14130,0.52250,0.00050,0.00682,0.01042,0.02852,0.04797,0.13405,0.02052,0.13582,0.09182,0.52352,0.00010,0.00710,0.02415,0.05015,0.06962,0.10560,0.02512,0.11025,0.10860,0.49930,0.00137,0.02567,0.01355,0.04072,0.04727,0.09942,0.01485,0.10682,0.13817,0.51212,0.00035,0.01070,0.01697,0.03317,0.03847,0.15207,0.00480,0.12412,0.15315,0.46617,0.00002,0.00230,0.00977,0.03462,0.04097,0.17720,0.03420,0.19900,0.13977,0.36212,0.00110,0.01442,0.01272,0.03757,0.05537,0.10195,0.02167,0.12952,0.11977,0.50587,0.00040,0.00657,0.00782,0.03282,0.04597,0.16902,0.02990,0.17370,0.12740,0.40637,0.40698
0.00000,0.00000,0.00442,0.03387,0.04105,0.24090,0.01415,0.11707,0.50737,0.04115,0.00025,0.00700,0.00620,0.04565,0.04247,0.21377,0.05172,0.23152,0.12652,0.27487,0.00000,0.00000,0.00000,0.02890,0.02380,0.25840,0.00000,0.10640,0.57760,0.00490,0.01635,0.02857,0.01787,0.07285,0.06315,0.21912,0.05822,0.16632,0.18897,0.16855,0.01280,0.03782,0.01672,0.05620,0.07715,0.17512,0.07060,0.16062,0.12575,0.26720,0.00007,0.00507,0.01102,0.04067,0.03327,0.17412,0.04857,0.14817,0.40385,0.13515,0.01802,0.02815,0.01677,0.08962,0.07287,0.24210,0.03420,0.13430,0.18425,0.17970,0.01382,0.03187,0.01542,0.06685,0.06147,0.24650,0.04342,0.13932,0.18585,0.19545,0.00322,0.01790,0.02100,0.04735,0.02870,0.17512,0.04350,0.12492,0.31895,0.21932,0.18254
0.04242,0.07982,0.03835,0.04207,0.05025,0.14475,0.05050,0.10937,0.09237,0.35007,0.00290,0.02097,0.01342,0.04932,0.05762,0.18690,0.05010,0.13105,0.40505,0.08265,0.00175,0.00522,0.01577,0.05950,0.04345,0.23850,0.03877,0.13250,0.41347,0.05105,0.09357,0.14100,0.04402,0.03247,0.03355,0.05885,0.02752,0.08202,0.05572,0.43125,0.04642,0.07307,0.06472,0.06380,0.05997,0.08720,0.04427,0.08542,0.05757,0.41752,0.04072,0.08662,0.06550,0.04657,0.05032,0.06525,0.04297,0.07817,0.06142,0.46242,0.01450,0.03162,0.02722,0.04045,0.04597,0.17662,0.05777,0.14907,0.22235,0.23440,0.00000,0.00000,0.00452,0.04005,0.04045,0.22637,0.02430,0.14482,0.48125,0.03822,0.00000,0.00000,0.00000,0.02890,0.02380,0.24187,0.00997,0.14520,0.51677,0.03347,0.31452
